Workflow ID,APE version,Has bug,Question,Constraint,Ontology,Workflow length,Signature error,Semantic imprecision error,Redundancy error,Data quality error,Correct answer?,Notes,Workflow description
3.S.32,0.9.1,0.00,3.00,Distance,SOTA,3.00,0.00,0.00,0.00,1.00,1.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) SelectFeaturesCoverageToExistencePoint(Tool1) PointA(MemT1.0) [MemT1.0] <- (UsedT1.0) PointA(UsedT1.0) EuclideanDistancePoint(Tool2) RasterA(MemT2.0) [MemT0.0] <- (UsedT2.0) VectorRegionA(UsedT2.0) [MemT2.0] <- (UsedT2.1) RasterA(UsedT2.1) ZonalStatisticsMedian(Tool3) VectorRegionA(MemT3.0) [MemT3.0] <- (UsedT3.0) VectorRegionA(UsedT3.0)
3.S.33,0.9.1,0.00,3.00,Distance,SOTA,3.00,0.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) EuclideanDistanceRegion(Tool1) RasterA(MemT1.0) [MemT1.0] <- (UsedT1.0) RasterA(UsedT1.0) ExistenceRasterToLine(Tool2) LineA(MemT2.0) [MemT2.0] <- (UsedT2.0) LineA(UsedT2.0) [MemT0.0] <- (UsedT2.1) VectorRegionA(UsedT2.1) SpatialJoinMeanLine(Tool3) VectorRegionA(MemT3.0) [MemT3.0] <- (UsedT3.0) VectorRegionA(UsedT3.0)
3.S.34,0.9.1,0.00,3.00,Distance,SOTA,3.00,0.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.0] <- (UsedT0.0) EuclideanDistanceRegion(Tool1) RasterA(MemT1.0) [MemT1.0] <- (UsedT1.0) RasterA(UsedT1.0) ExistenceRasterToLine(Tool2) LineA(MemT2.0) [MemT2.0] <- (UsedT2.0) LineA(UsedT2.0) [MemT0.1] <- (UsedT2.1) VectorRegionA(UsedT2.1) SpatialJoinMeanLine(Tool3) VectorRegionA(MemT3.0) [MemT3.0] <- (UsedT3.0) VectorRegionA(UsedT3.0)
3.S.35,0.9.1,0.00,3.00,Distance,SOTA,3.00,0.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.0] <- (UsedT0.0) EuclideanDistanceRegion(Tool1) RasterA(MemT1.0) [MemT0.1] <- (UsedT1.0) VectorRegionA(UsedT1.0) [MemT1.0] <- (UsedT1.1) RasterA(UsedT1.1) ZonalStatisticsCount(Tool2) VectorRegionA(MemT2.0) [MemT0.1] <- (UsedT2.0) VectorRegionA(UsedT2.0) [MemT2.0] <- (UsedT2.1) VectorRegionA(UsedT2.1) ArealInterpolationRate(Tool3) VectorRegionA(MemT3.0) [MemT3.0] <- (UsedT3.0) VectorRegionA(UsedT3.0)
3.S.36,0.9.1,0.00,3.00,Distance,SOTA,3.00,0.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) EuclideanDistanceRegion(Tool1) RasterA(MemT1.0) [MemT1.0] <- (UsedT1.0) RasterA(UsedT1.0) ExistenceRasterToPoint(Tool2) PointA(MemT2.0) [MemT2.0] <- (UsedT2.0) PointA(UsedT2.0) [MemT0.0] <- (UsedT2.1) VectorRegionA(UsedT2.1) SpatialJoinMeanPoint(Tool3) VectorRegionA(MemT3.0) [MemT3.0] <- (UsedT3.0) VectorRegionA(UsedT3.0)
3.S.37,0.9.1,0.00,3.00,Distance,SOTA,3.00,0.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) EuclideanDistanceRegion(Tool1) RasterA(MemT1.0) [MemT1.0] <- (UsedT1.0) RasterA(UsedT1.0) ExistenceRasterToLine(Tool2) LineA(MemT2.0) [MemT2.0] <- (UsedT2.0) LineA(UsedT2.0) [MemT0.0] <- (UsedT2.1) VectorRegionA(UsedT2.1) SpatialJoinCountLine(Tool3) VectorRegionA(MemT3.0) [MemT3.0] <- (UsedT3.0) VectorRegionA(UsedT3.0)
3.S.38,0.9.1,0.00,3.00,Distance,SOTA,3.00,0.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.0] <- (UsedT0.0) EuclideanDistanceRegion(Tool1) RasterA(MemT1.0) [MemT1.0] <- (UsedT1.0) RasterA(UsedT1.0) ExistenceRasterToLine(Tool2) LineA(MemT2.0) [MemT2.0] <- (UsedT2.0) LineA(UsedT2.0) [MemT0.1] <- (UsedT2.1) VectorRegionA(UsedT2.1) SpatialJoinCountLine(Tool3) VectorRegionA(MemT3.0) [MemT3.0] <- (UsedT3.0) VectorRegionA(UsedT3.0)
3.S.39,0.9.1,0.00,3.00,Distance,SOTA,3.00,0.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) EuclideanDistanceRegion(Tool1) RasterA(MemT1.0) [MemT1.0] <- (UsedT1.0) RasterA(UsedT1.0) ExistenceRasterToPoint(Tool2) PointA(MemT2.0) [MemT2.0] <- (UsedT2.0) PointA(UsedT2.0) [MemT0.0] <- (UsedT2.1) VectorRegionA(UsedT2.1) SpatialJoinSumPoint(Tool3) VectorRegionA(MemT3.0) [MemT3.0] <- (UsedT3.0) VectorRegionA(UsedT3.0)
3.S.40,0.9.1,0.00,3.00,Distance,SOTA,3.00,0.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.0] <- (UsedT0.0) EuclideanDistanceRegion(Tool1) RasterA(MemT1.0) [MemT1.0] <- (UsedT1.0) RasterA(UsedT1.0) ExistenceRasterToPoint(Tool2) PointA(MemT2.0) [MemT2.0] <- (UsedT2.0) PointA(UsedT2.0) [MemT0.1] <- (UsedT2.1) VectorRegionA(UsedT2.1) SpatialJoinMeanPoint(Tool3) VectorRegionA(MemT3.0) [MemT3.0] <- (UsedT3.0) VectorRegionA(UsedT3.0)
4.F.01,0.9.1,1.00,4.00,,Full,2.00,0.00,0.00,0.00,0.00,1.00,,Contour(MemT0.0) LatticeVectorA(MemT0.1) Contour(UsedT0.0) [MemT0.0] <- (UsedT0.0) ContourToFieldRaster(Tool1) FieldRasterOrdinalA(MemT1.0) [MemT0.1] <- (UsedT1.0) LatticeVectorA(UsedT1.0) [MemT1.0] <- (UsedT1.1) FieldRasterOrdinalA(UsedT1.1) ZonalStatisticsMedOrdinal(Tool2) LatticeOrdinalAVectorA(MemT2.0) [MemT2.0] <- (UsedT2.0) LatticeOrdinalAVectorA(UsedT2.0)
4.F.02,0.9.1,1.00,4.00,,Full,4.00,0.00,0.00,1.00,0.00,1.00,,Contour(MemT0.0) LatticeVectorA(MemT0.1) Contour(UsedT0.0) [MemT0.0] <- (UsedT0.0) ContourToFieldRaster(Tool1) FieldRasterOrdinalA(MemT1.0) [MemT1.0] <- (UsedT1.0) FieldRasterOrdinalA(UsedT1.0) RasterToCoverageOrdinal(Tool2) CoverageOrdinalA(MemT2.0) [MemT2.0] <- (UsedT2.0) CoverageOrdinalA(UsedT2.0) CoverageToOrdinalFieldRaster(Tool3) FieldRasterOrdinalA(MemT3.0) [MemT0.1] <- (UsedT3.0) LatticeVectorA(UsedT3.0) [MemT3.0] <- (UsedT3.1) FieldRasterOrdinalA(UsedT3.1) ZonalStatisticsMedOrdinal(Tool4) LatticeOrdinalAVectorA(MemT4.0) [MemT4.0] <- (UsedT4.0) LatticeOrdinalAVectorA(UsedT4.0)
4.F.03,0.9.1,1.00,4.00,,Full,6.00,0.00,0.00,1.00,0.00,1.00,,Contour(MemT0.0) LatticeVectorA(MemT0.1) Contour(UsedT0.0) [MemT0.0] <- (UsedT0.0) ContourToFieldRaster(Tool1) FieldRasterOrdinalA(MemT1.0) [MemT1.0] <- (UsedT1.0) FieldRasterOrdinalA(UsedT1.0) RasterToCoverageOrdinal(Tool2) CoverageOrdinalA(MemT2.0) [MemT2.0] <- (UsedT2.0) CoverageOrdinalA(UsedT2.0) CoverageToOrdinalFieldRaster(Tool3) FieldRasterOrdinalA(MemT3.0) [MemT3.0] <- (UsedT3.0) FieldRasterOrdinalA(UsedT3.0) RasterToCoverageOrdinal(Tool4) CoverageOrdinalA(MemT4.0) [MemT4.0] <- (UsedT4.0) CoverageOrdinalA(UsedT4.0) CoverageToOrdinalFieldRaster(Tool5) FieldRasterOrdinalA(MemT5.0) [MemT0.1] <- (UsedT5.0) LatticeVectorA(UsedT5.0) [MemT5.0] <- (UsedT5.1) FieldRasterOrdinalA(UsedT5.1) ZonalStatisticsMedOrdinal(Tool6) LatticeOrdinalAVectorA(MemT6.0) [MemT6.0] <- (UsedT6.0) LatticeOrdinalAVectorA(UsedT6.0)
4.F.04,0.9.1,1.00,4.00,,Full,8.00,0.00,0.00,1.00,0.00,1.00,,Contour(MemT0.0) LatticeVectorA(MemT0.1) Contour(UsedT0.0) [MemT0.0] <- (UsedT0.0) ContourToFieldRaster(Tool1) FieldRasterOrdinalA(MemT1.0) [MemT1.0] <- (UsedT1.0) FieldRasterOrdinalA(UsedT1.0) RasterToCoverageOrdinal(Tool2) CoverageOrdinalA(MemT2.0) [MemT2.0] <- (UsedT2.0) CoverageOrdinalA(UsedT2.0) CoverageToOrdinalFieldRaster(Tool3) FieldRasterOrdinalA(MemT3.0) [MemT3.0] <- (UsedT3.0) FieldRasterOrdinalA(UsedT3.0) RasterToCoverageOrdinal(Tool4) CoverageOrdinalA(MemT4.0) [MemT4.0] <- (UsedT4.0) CoverageOrdinalA(UsedT4.0) CoverageToOrdinalFieldRaster(Tool5) FieldRasterOrdinalA(MemT5.0) [MemT5.0] <- (UsedT5.0) FieldRasterOrdinalA(UsedT5.0) RasterToCoverageOrdinal(Tool6) CoverageOrdinalA(MemT6.0) [MemT6.0] <- (UsedT6.0) CoverageOrdinalA(UsedT6.0) CoverageToOrdinalFieldRaster(Tool7) FieldRasterOrdinalA(MemT7.0) [MemT0.1] <- (UsedT7.0) LatticeVectorA(UsedT7.0) [MemT7.0] <- (UsedT7.1) FieldRasterOrdinalA(UsedT7.1) ZonalStatisticsMedOrdinal(Tool8) LatticeOrdinalAVectorA(MemT8.0) [MemT8.0] <- (UsedT8.0) LatticeOrdinalAVectorA(UsedT8.0)
4.F.05,0.9.1,0.00,4.00,Zonal statistics,Full,2.00,0.00,0.00,0.00,0.00,1.00,,Contour(MemT0.0) LatticeVectorA(MemT0.1) Contour(UsedT0.0) [MemT0.0] <- (UsedT0.0) ContourToFieldRaster(Tool1) FieldRasterOrdinalA(MemT1.0) [MemT0.1] <- (UsedT1.0) LatticeVectorA(UsedT1.0) [MemT1.0] <- (UsedT1.1) FieldRasterOrdinalA(UsedT1.1) ZonalStatisticsMedOrdinal(Tool2) LatticeOrdinalAVectorA(MemT2.0) [MemT2.0] <- (UsedT2.0) LatticeOrdinalAVectorA(UsedT2.0)
4.F.06,0.9.1,0.00,4.00,Zonal statistics,Full,4.00,0.00,0.00,1.00,0.00,1.00,,Contour(MemT0.0) LatticeVectorA(MemT0.1) Contour(UsedT0.0) [MemT0.0] <- (UsedT0.0) ContourToFieldRaster(Tool1) FieldRasterOrdinalA(MemT1.0) [MemT1.0] <- (UsedT1.0) FieldRasterOrdinalA(UsedT1.0) RasterToCoverageOrdinal(Tool2) CoverageOrdinalA(MemT2.0) [MemT2.0] <- (UsedT2.0) CoverageOrdinalA(UsedT2.0) CoverageToOrdinalFieldRaster(Tool3) FieldRasterOrdinalA(MemT3.0) [MemT0.1] <- (UsedT3.0) LatticeVectorA(UsedT3.0) [MemT3.0] <- (UsedT3.1) FieldRasterOrdinalA(UsedT3.1) ZonalStatisticsMedOrdinal(Tool4) LatticeOrdinalAVectorA(MemT4.0) [MemT4.0] <- (UsedT4.0) LatticeOrdinalAVectorA(UsedT4.0)
4.F.07,0.9.1,0.00,4.00,Zonal statistics,Full,6.00,0.00,0.00,1.00,0.00,1.00,,Contour(MemT0.0) LatticeVectorA(MemT0.1) Contour(UsedT0.0) [MemT0.0] <- (UsedT0.0) ContourToFieldRaster(Tool1) FieldRasterOrdinalA(MemT1.0) [MemT1.0] <- (UsedT1.0) FieldRasterOrdinalA(UsedT1.0) RasterToCoverageOrdinal(Tool2) CoverageOrdinalA(MemT2.0) [MemT2.0] <- (UsedT2.0) CoverageOrdinalA(UsedT2.0) CoverageToOrdinalFieldRaster(Tool3) FieldRasterOrdinalA(MemT3.0) [MemT3.0] <- (UsedT3.0) FieldRasterOrdinalA(UsedT3.0) RasterToCoverageOrdinal(Tool4) CoverageOrdinalA(MemT4.0) [MemT4.0] <- (UsedT4.0) CoverageOrdinalA(UsedT4.0) CoverageToOrdinalFieldRaster(Tool5) FieldRasterOrdinalA(MemT5.0) [MemT0.1] <- (UsedT5.0) LatticeVectorA(UsedT5.0) [MemT5.0] <- (UsedT5.1) FieldRasterOrdinalA(UsedT5.1) ZonalStatisticsMedOrdinal(Tool6) LatticeOrdinalAVectorA(MemT6.0) [MemT6.0] <- (UsedT6.0) LatticeOrdinalAVectorA(UsedT6.0)
4.F.08,0.9.1,0.00,4.00,Zonal statistics,Full,8.00,0.00,0.00,1.00,0.00,1.00,,Contour(MemT0.0) LatticeVectorA(MemT0.1) Contour(UsedT0.0) [MemT0.0] <- (UsedT0.0) ContourToFieldRaster(Tool1) FieldRasterOrdinalA(MemT1.0) [MemT1.0] <- (UsedT1.0) FieldRasterOrdinalA(UsedT1.0) RasterToCoverageOrdinal(Tool2) CoverageOrdinalA(MemT2.0) [MemT2.0] <- (UsedT2.0) CoverageOrdinalA(UsedT2.0) CoverageToOrdinalFieldRaster(Tool3) FieldRasterOrdinalA(MemT3.0) [MemT3.0] <- (UsedT3.0) FieldRasterOrdinalA(UsedT3.0) RasterToCoverageOrdinal(Tool4) CoverageOrdinalA(MemT4.0) [MemT4.0] <- (UsedT4.0) CoverageOrdinalA(UsedT4.0) CoverageToOrdinalFieldRaster(Tool5) FieldRasterOrdinalA(MemT5.0) [MemT5.0] <- (UsedT5.0) FieldRasterOrdinalA(UsedT5.0) RasterToCoverageOrdinal(Tool6) CoverageOrdinalA(MemT6.0) [MemT6.0] <- (UsedT6.0) CoverageOrdinalA(UsedT6.0) CoverageToOrdinalFieldRaster(Tool7) FieldRasterOrdinalA(MemT7.0) [MemT0.1] <- (UsedT7.0) LatticeVectorA(UsedT7.0) [MemT7.0] <- (UsedT7.1) FieldRasterOrdinalA(UsedT7.1) ZonalStatisticsMedOrdinal(Tool8) LatticeOrdinalAVectorA(MemT8.0) [MemT8.0] <- (UsedT8.0) LatticeOrdinalAVectorA(UsedT8.0)
4.S.01,0.9.1,1.00,4.00,,SOTA,1.00,1.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) VectorRegionA(UsedT0.1) [MemT0.0] <- (UsedT0.1) SpatialJoinSumRegion(Tool1) VectorRegionA(MemT1.0) [MemT1.0] <- (UsedT1.0) VectorRegionA(UsedT1.0)
4.S.02,0.9.1,1.00,4.00,,SOTA,1.00,1.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.0] <- (UsedT0.0) VectorRegionA(UsedT0.1) [MemT0.1] <- (UsedT0.1) SpatialJoinMeanRegion(Tool1) VectorRegionA(MemT1.0) [MemT1.0] <- (UsedT1.0) VectorRegionA(UsedT1.0)
4.S.03,0.9.1,1.00,4.00,,SOTA,1.00,1.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) VectorRegionA(UsedT0.1) [MemT0.0] <- (UsedT0.1) ArealInterpolationRate(Tool1) VectorRegionA(MemT1.0) [MemT1.0] <- (UsedT1.0) VectorRegionA(UsedT1.0)
4.S.04,0.9.1,1.00,4.00,,SOTA,1.00,0.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.0] <- (UsedT0.0) VectorRegionA(UsedT0.1) [MemT0.1] <- (UsedT0.1) SpatialJoinCountRegion(Tool1) VectorRegionA(MemT1.0) [MemT1.0] <- (UsedT1.0) VectorRegionA(UsedT1.0)
4.S.05,0.9.1,1.00,4.00,,SOTA,1.00,1.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.0] <- (UsedT0.0) VectorRegionA(UsedT0.1) [MemT0.1] <- (UsedT0.1) ArealInterpolationRate(Tool1) VectorRegionA(MemT1.0) [MemT1.0] <- (UsedT1.0) VectorRegionA(UsedT1.0)
4.S.06,0.9.1,1.00,4.00,,SOTA,1.00,0.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) VectorRegionA(UsedT0.1) [MemT0.0] <- (UsedT0.1) SpatialJoinCountRegion(Tool1) VectorRegionA(MemT1.0) [MemT1.0] <- (UsedT1.0) VectorRegionA(UsedT1.0)
4.S.07,0.9.1,1.00,4.00,,SOTA,1.00,1.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) VectorRegionA(UsedT0.1) [MemT0.0] <- (UsedT0.1) SpatialJoinMeanRegion(Tool1) VectorRegionA(MemT1.0) [MemT1.0] <- (UsedT1.0) VectorRegionA(UsedT1.0)
4.S.08,0.9.1,1.00,4.00,,SOTA,1.00,1.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.0] <- (UsedT0.0) VectorRegionA(UsedT0.1) [MemT0.1] <- (UsedT0.1) SpatialJoinSumRegion(Tool1) VectorRegionA(MemT1.0) [MemT1.0] <- (UsedT1.0) VectorRegionA(UsedT1.0)
4.S.09,0.9.1,1.00,4.00,,SOTA,1.00,1.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) VectorRegionA(UsedT0.1) [MemT0.0] <- (UsedT0.1) ArealInterpolationAverage(Tool1) VectorRegionA(MemT1.0) [MemT1.0] <- (UsedT1.0) VectorRegionA(UsedT1.0)
4.S.10,0.9.1,1.00,4.00,,SOTA,1.00,1.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.0] <- (UsedT0.0) VectorRegionA(UsedT0.1) [MemT0.1] <- (UsedT0.1) ArealInterpolationAverage(Tool1) VectorRegionA(MemT1.0) [MemT1.0] <- (UsedT1.0) VectorRegionA(UsedT1.0)
4.S.11,0.9.1,1.00,4.00,,SOTA,2.00,1.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) SelectFeaturesContourToExistenceLine(Tool1) LineA(MemT1.0) [MemT1.0] <- (UsedT1.0) LineA(UsedT1.0) [MemT0.0] <- (UsedT1.1) VectorRegionA(UsedT1.1) SpatialJoinMeanLine(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
4.S.12,0.9.1,1.00,4.00,,SOTA,2.00,0.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) SelectFeaturesContourToExistencePoint(Tool1) PointA(MemT1.0) [MemT1.0] <- (UsedT1.0) PointA(UsedT1.0) [MemT0.0] <- (UsedT1.1) VectorRegionA(UsedT1.1) SpatialJoinCountPoint(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
4.S.13,0.9.1,1.00,4.00,,SOTA,2.00,1.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.0] <- (UsedT0.0) SelectFeaturesContourToExistenceLine(Tool1) LineA(MemT1.0) [MemT1.0] <- (UsedT1.0) LineA(UsedT1.0) [MemT0.1] <- (UsedT1.1) VectorRegionA(UsedT1.1) SpatialJoinMeanLine(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
4.S.14,0.9.1,1.00,4.00,,SOTA,2.00,0.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) ObjectRegionToExistenceRaster(Tool1) RasterA(MemT1.0) [MemT0.0] <- (UsedT1.0) VectorRegionA(UsedT1.0) [MemT1.0] <- (UsedT1.1) RasterA(UsedT1.1) ZonalStatisticsSum(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
4.S.15,0.9.1,1.00,4.00,,SOTA,2.00,1.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.0] <- (UsedT0.0) SelectFeaturesContourToExistenceLine(Tool1) LineA(MemT1.0) [MemT1.0] <- (UsedT1.0) LineA(UsedT1.0) [MemT0.1] <- (UsedT1.1) VectorRegionA(UsedT1.1) SpatialJoinSumLine(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
4.S.16,0.9.1,1.00,4.00,,SOTA,2.00,0.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) EuclideanDistanceVector(Tool1) RasterA(MemT1.0) [MemT0.0] <- (UsedT1.0) VectorRegionA(UsedT1.0) [MemT1.0] <- (UsedT1.1) RasterA(UsedT1.1) ZonalStatisticsSum(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
4.S.17,0.9.1,1.00,4.00,,SOTA,2.00,1.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) SelectFeaturesCoverageToExistenceLine(Tool1) LineA(MemT1.0) [MemT1.0] <- (UsedT1.0) LineA(UsedT1.0) [MemT0.0] <- (UsedT1.1) VectorRegionA(UsedT1.1) SpatialJoinMeanLine(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
4.S.18,0.9.1,1.00,4.00,,SOTA,2.00,1.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.0] <- (UsedT0.0) SelectFeaturesCoverageToExistenceLine(Tool1) LineA(MemT1.0) [MemT1.0] <- (UsedT1.0) LineA(UsedT1.0) [MemT0.1] <- (UsedT1.1) VectorRegionA(UsedT1.1) SpatialJoinMeanLine(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
4.S.19,0.9.1,1.00,4.00,,SOTA,2.00,0.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) SelectFeaturesContourToExistenceLine(Tool1) LineA(MemT1.0) [MemT1.0] <- (UsedT1.0) LineA(UsedT1.0) [MemT0.0] <- (UsedT1.1) VectorRegionA(UsedT1.1) SpatialJoinCountLine(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
4.S.20,0.9.1,1.00,4.00,,SOTA,2.00,0.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) SelectFeaturesCoverageToExistenceLine(Tool1) LineA(MemT1.0) [MemT1.0] <- (UsedT1.0) LineA(UsedT1.0) [MemT0.0] <- (UsedT1.1) VectorRegionA(UsedT1.1) SpatialJoinCountLine(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
4.S.21,0.9.1,0.00,4.00,Zonal statistics,SOTA,2.00,0.00,0.00,0.00,1.00,1.00,"Shouldn't be mean but median. But well done, SOTA.",VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) VectorCoverageToFieldRaster(Tool1) RasterA(MemT1.0) [MemT0.0] <- (UsedT1.0) VectorRegionA(UsedT1.0) [MemT1.0] <- (UsedT1.1) RasterA(UsedT1.1) ZonalStatisticsMean(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
4.S.22,0.9.1,0.00,4.00,Zonal statistics,SOTA,2.00,0.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) EuclideanDistanceRegion(Tool1) RasterA(MemT1.0) [MemT0.0] <- (UsedT1.0) VectorRegionA(UsedT1.0) [MemT1.0] <- (UsedT1.1) RasterA(UsedT1.1) ZonalStatisticsCount(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
4.S.23,0.9.1,0.00,4.00,Zonal statistics,SOTA,2.00,0.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.0] <- (UsedT0.0) EuclideanDistanceRegion(Tool1) RasterA(MemT1.0) [MemT0.1] <- (UsedT1.0) VectorRegionA(UsedT1.0) [MemT1.0] <- (UsedT1.1) RasterA(UsedT1.1) ZonalStatisticsCount(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
4.S.24,0.9.1,0.00,4.00,Zonal statistics,SOTA,2.00,0.00,1.00,0.00,0.00,0.00,,VectorRegionA(MemT0.0) VectorRegionA(MemT0.1) VectorRegionA(UsedT0.0) [MemT0.1] <- (UsedT0.0) VectorCoverageToFieldRaster(Tool1) RasterA(MemT1.0) [MemT0.0] <- (UsedT1.0) VectorRegionA(UsedT1.0) [MemT1.0] <- (UsedT1.1) RasterA(UsedT1.1) ZonalStatisticsCount(Tool2) VectorRegionA(MemT2.0) [MemT2.0] <- (UsedT2.0) VectorRegionA(UsedT2.0)
